"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Windspitze","Niederschlagsmenge","Niederschlagsform","Sonnenscheindauer","Relative_Feuchte","Max-Temperatur","Min_Temperatur","Min_Temperatur_Boden","Uebernachtungen","Ankuenfte","Aufenthaltsdauer","Schleswig-Holstein.Feiertage","Baden-Wuerttemberg.Ferien","Bayern.Ferien","Berlin.Ferien","Brandenburg.Ferien","Bremen.Ferien","Hamburg.Ferien","Hessen.Ferien","Mecklenburg-Vorpommern.Ferien","Niedersachsen.Ferien","Nordrhein-Westfalen.Ferien","Rheinland-Pfalz.Ferien","Saarland.Ferien","Sachsen.Ferien","Sachsen-Anhalt.Ferien","Schleswig-Holstein.Ferien","Thueringen.Ferien","Wettergruppe","Wochentag","Warenname","Monat","KalenderWoche","Wochenende","Windchill"
2013-10-04,1,156.066122625816,0,5,11.2,8,11.6,1.3,4,2.5,65,12.4,5.8,4.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Regen","Freitag","Brot","Okt","40",0,8.21803588526718
2013-10-05,1,152.280762053885,0,7,15.575,8,6.7,0,4,0.2,90,16.4,10.7,9.2,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brot","Okt","40",1,13.9068768048936
2013-10-06,1,92.4805772695364,0,7,15.25,6,6.2,0,0,0.4,91,16,7.8,4.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Sonntag","Brot","Okt","40",1,13.894260222325
2013-10-07,1,124.841544023845,0,1,16.275,7,8,0,0,6.8,87,17.8,9,5.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Montag","Brot","Okt","41",0,14.995030685468
2013-10-08,1,96.867100978839,0,6,15.1125,8,9.3,0,4,2.1,83,16.7,9.1,4.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Regen","Dienstag","Brot","Okt","41",0,13.3054850505331
2013-10-09,1,149.761758936995,0,7,14.3125,10,11.1,0.8,4,0.1,89,15.7,9.8,8.9,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brot","Okt","41",0,11.9108478892412
2013-10-10,1,119.300284972145,0,5,10.975,6,9.2,0.4,4,3.2,85,12.1,7.4,5.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Donnerstag","Brot","Okt","41",0,8.46599431706735
2013-10-11,1,123.2348187168,0,7,13.8625,20,17.3,0,0,0.8,89,14.5,11.9,10.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Trockenereignisse","Freitag","Brot","Okt","41",0,10.0923651616736
2013-10-12,1,140.262421715801,0,8,13.025,21,16.5,9.8,4,0,91,13.4,11.6,11.2,51440,24341,2.11330676636128,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,"Regen","Samstag","Brot","Okt","41",1,8.81718711924241
2013-10-13,1,42.9967926268111,0,5,10.8625,5,6.9,0,0,1.5,91,11.9,5.5,1.6,51440,24341,2.11330676636128,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"Nischt","Sonntag","Brot","Okt","41",1,8.65514810235162
2013-10-14,1,109.863744271226,0,2,12.525,6,5.5,0.1,4,5.9,86,14.8,4.8,1.3,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Montag","Brot","Okt","42",0,10.4341375107865
2013-10-15,1,130.431802598324,0,7,10.6625,4,7.5,10.7,4,0,99,11.7,8,6.2,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Regen","Dienstag","Brot","Okt","42",0,8.80271495952757
2013-10-16,1,146.070583461057,0,8,12.275,7,9.6,0.6,4,0.2,89,13.2,9.9,9.2,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Mittwoch","Brot","Okt","42",0,9.85120025502491
2013-10-17,1,89.9411837855476,0,7,12,15,14.5,7,4,0,93,12.5,10,8.7,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Regen","Donnerstag","Brot","Okt","42",0,8.06055054322095
2013-10-18,1,111.233698203856,0,1,9.075,9,10.5,0,0,7.3,78,10.4,3.1,-0.6,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Freitag","Brot","Okt","42",0,5.20176620700637
2013-10-19,1,121.590860465012,0,7,9.45,9,8.4,4.7,4,0,84,10.6,4.4,0.1,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Nischt","Samstag","Brot","Okt","42",1,5.694223743131
2013-10-20,1,70.1419855298474,0,7,15.1875,8,9.4,7.6,4,0.3,93,15.9,10.4,10,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brot","Okt","42",1,13.4030080377267
2013-10-21,1,122.987868193302,0,7,14.2625,8,9.3,0.2,4,0.2,92,14.9,12.1,10.6,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Montag","Brot","Okt","43",0,12.2002245290057
2013-10-22,1,111.927088663048,0,2,17.6375,7,8.2,0.1,4,6.8,85,18.9,12.4,10.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Nischt","Dienstag","Brot","Okt","43",0,16.7471479258377
2013-10-23,1,125.816016210178,0,6,17.675,9,14.7,0.3,4,0.4,83,18.5,13,11.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Nischt","Mittwoch","Brot","Okt","43",0,16.4954590354644
2013-10-24,1,123.163406361057,0,5,12.6875,12,13.3,0.1,4,3,83,14.5,7.3,4.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Donnerstag","Brot","Okt","43",0,9.42481665410075
2013-10-25,1,113.661858634409,0,7,11.8875,7,9.1,0.9,4,0.3,90,14.9,4.9,1.7,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Freitag","Brot","Okt","43",0,9.35289168207574
2013-10-26,1,161.678805315967,0,5,16.775,10,12.7,0.3,4,2.8,88,17.8,13.4,11.3,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brot","Okt","43",1,15.1736104885124
2013-10-27,1,102.355195816072,0,6,14.9875,16,18.5,1.9,4,1.9,84,17.3,12.8,10.9,51440,24341,2.11330676636128,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Sonntag","Brot","Okt","43",1,12.0531399256113
2013-10-28,1,129.482192717092,0,7,14.3625,29,31,13.5,4,0.4,83,17.5,9.8,9.1,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Montag","Brot","Okt","44",0,10.107003452278
2013-10-29,1,112.285893935052,0,7,10.775,17,14.9,5.5,4,0.5,85,12.1,8.2,6.8,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Dienstag","Brot","Okt","44",0,6.10788803990525
2013-10-30,1,121.506077008915,0,6,10.4375,10,11.6,1.3,4,3.3,90,11.9,6.6,4.9,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Mittwoch","Brot","Okt","44",0,6.77655141323081
2013-10-31,1,133.723541287582,0,5,11.1625,13,13.5,5.8,4,3.9,84,12.5,6.6,4.8,51440,24341,2.11330676636128,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Brot","Okt","44",0,7.20896654455229
2013-11-01,1,100.182160485504,0,8,10.625,9,9.1,2.3,4,0,96,11.1,8.6,8.1,44955,22457,2.00182571135949,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Freitag","Brot","Nov","44",0,7.23725735632148
2013-11-02,1,149.172348030766,0,8,8.8875,3,6,8.2,4,0.1,95,10.3,8.1,7.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"Regen","Samstag","Brot","Nov","44",1,7.16199253541454
2013-11-03,1,97.4532740046654,0,6,10.7,15,16.8,0.3,4,1.4,82,11.6,7,5.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brot","Nov","44",1,6.27678092396856
2013-11-04,1,137.864260444157,0,7,6.8375,7,11.5,6.5,4,0,93,7.4,4.8,2.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brot","Nov","45",0,2.85880576364129
2013-11-05,1,103.700267261952,0,4,8.9,12,10.8,2.2,4,2.8,86,10.1,5.9,4.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brot","Nov","45",0,4.32758585156174
2013-11-06,1,109.097001107423,0,4,8.1375,12,12,4.3,4,3.1,90,10.1,5.3,4.1,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Brot","Nov","45",0,3.30141067349283
2013-11-07,1,118.470603286455,0,6,9.5,10,8.9,0.5,4,1.6,93,10.9,6.9,4.7,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brot","Nov","45",0,5.53438291097022
2013-11-08,1,132.796244239256,0,3,9.325,9,7.6,2.6,4,4.7,91,10.5,5.7,3.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Freitag","Brot","Nov","45",0,5.53007123108945
2013-11-09,1,99.9317959514759,0,5,7.7,16,17.8,11.7,4,1.4,90,9.6,5.6,3.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Brot","Nov","45",1,1.99696004768588
2013-11-10,1,108.561660295105,0,2,6.9875,12,12,0.2,4,4.6,91,9,3.6,2.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Brot","Nov","45",1,1.75373663443808
2013-11-11,1,124.580485617569,0,2,8.3125,5,12.8,0,4,4.6,85,10.5,0.1,-1.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Brot","Nov","46",0,5.4647615013795
2013-11-12,1,111.970870543294,0,7,5.9375,9,10.5,1.7,4,0,88,7.8,5.4,4.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brot","Nov","46",0,1.08153815476369
2013-11-13,1,78.0382483442215,0,1,8.8,12,10.6,0,4,5.4,90,10.1,3,1.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Mittwoch","Brot","Nov","46",0,4.19300550033959
2013-11-14,1,121.180219705286,0,5,6.9375,9,9.6,0,4,1.3,88,7.8,4.7,3.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Brot","Nov","46",0,2.39475825109602
2013-11-15,1,122.76929773359,0,7,6.45,6,7.6,0,4,0,96,6.8,4.8,2.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Brot","Nov","46",0,2.72028596120986
2013-11-16,1,126.793397398979,0,8,8.875,12,11.8,0,4,0,94,9.4,6.8,5.5,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Brot","Nov","46",1,4.29394076375621
2013-11-17,1,74.3945185864517,0,2,8.8875,8,7,0,4,3.9,92,10.5,3.3,-0.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Sonntag","Brot","Nov","46",1,5.21107711346463
2013-11-18,1,129.109032642028,0,7,6.65,5,7,0.1,4,0,96,7.1,4.9,0.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brot","Nov","47",0,3.38475455074572
2013-11-19,1,106.906118646237,0,8,5.8375,8,9.2,0.1,4,0,95,7.1,1.4,-1.1,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brot","Nov","47",0,1.24514230092505
2013-11-20,1,124.324612351715,0,6,3.85,6,6.2,0,0,1.1,87,5.5,-3.2,-5.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Brot","Nov","47",0,-0.581115525028698
2013-11-21,1,144.359927455555,0,2,3.275,8,8,1.2,4,5,94,5.5,-4.4,-6.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Donnerstag","Brot","Nov","47",0,-2.08689309485616
2013-11-22,1,107.962731413831,0,7,5.375,10,9.9,0,4,0,85,6.2,4.7,3.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Brot","Nov","47",0,0.0688415010236518
2013-11-23,1,96.5196766761341,0,3,4.9125,6,7.4,0.2,4,3.8,91,6.3,1.4,-2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Brot","Nov","47",1,0.76801489002071
2013-11-24,1,76.4120061231823,0,0,4.6,16,12.9,0,0,5,79,6.2,-3.4,-6.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Brot","Nov","47",1,-2.28079743040248
2013-11-25,1,129.81992805086,0,0,3.7,10,9.1,0,0,5.7,88,5.2,-5.1,-7.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Brot","Nov","48",0,-2.15049955634859
2013-11-26,1,123.431703158233,0,2,2.3125,6,6.3,0.8,4,4,90,4.3,-4.7,-6.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Dienstag","Brot","Nov","48",0,-2.53338659621785
2013-11-27,1,93.5321454303922,0,8,7.3125,12,11.5,0.6,4,0,98,9,3.7,2.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Brot","Nov","48",0,2.19112277591008
2013-11-28,1,128.842426194061,0,2,8.025,18,14.3,0,0,3,81,8.9,4.8,2.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Brot","Nov","48",0,2.14747910819196
2013-11-29,1,104.966463375073,0,8,5.9875,11,16,10.6,4,0,88,6.6,4,1.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brot","Nov","48",0,0.635129383693489
2013-11-30,1,104.09003869481,0,7,5.525,10,13,0.1,4,0,89,6.5,4.2,2.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brot","Nov","48",1,0.267588461385344
2013-12-01,1,68.0762231823542,0,5,8.6625,20,15.8,0.1,4,0.5,88,9.5,-0.2,-3.2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Brot","Dez","48",1,2.77342308633569
2013-12-02,1,113.931498716313,0,0,3.0625,4,5.2,0,0,1.9,98,4.3,-2.5,-4.8,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Montag","Brot","Dez","49",0,-0.538056164830282
2013-12-03,1,94.7658652080226,0,8,1.7125,6,6.4,0,4,0,99,4,-0.3,-0.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Brot","Dez","49",0,-3.29524847765751
2013-12-04,1,128.922855106228,0,7,5.85,11,11.4,1.9,4,0,93,6.9,3.4,1.3,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Brot","Dez","49",0,0.451458292316989
2013-12-05,1,120.974699669869,0,7,4.4625,24,27.3,10.2,4,0,83,6.1,0.7,-0.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brot","Dez","49",0,-3.70138275663382
2013-12-06,1,112.015650593347,0,6,1.7875,25,26.5,2.1,4,0.2,82,3.8,0.3,-0.8,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Freitag","Brot","Dez","49",0,-7.67124066572535
2013-12-07,1,121.408564819885,0,5,1,11,14.1,1.6,4,1.7,84,2.2,-0.7,-2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Brot","Dez","49",1,-6.02712202169053
2013-12-08,1,36.2650169585334,0,8,6.975,16,15.5,12,4,0,96,9.1,0.5,0,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Brot","Dez","49",1,0.996516766520052
2013-12-09,1,134.680550018524,0,7,9.2375,10,12.6,0.1,4,0,99,9.5,8.6,8.2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Montag","Brot","Dez","50",0,5.18657573033726
2013-12-10,1,104.352034970751,0,7,7.1875,8,9.2,0,4,0,100,8.6,5.1,4.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brot","Dez","50",0,3.00055607040978
2013-12-11,1,85.9079819233536,0,7,5.025,9,8.2,0,0,0,93,5.6,1.8,1.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Mittwoch","Brot","Dez","50",0,-0.116775183139556
2013-12-12,1,88.2075449690532,0,8,2.525,8,10.2,0.4,4,0,100,3.2,1.5,0.3,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Brot","Dez","50",0,-3.06212296679212
2013-12-13,1,85.5324935340658,0,7,3.5375,6,9,3.6,4,0,98,4.7,1.8,0.7,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brot","Dez","50",0,-0.977918588278524
2013-12-14,1,120.787742012371,0,7,3.0125,7,10,0.4,4,0,98,6.3,0.2,-1.2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Brot","Dez","50",1,-2.05998208546995
2013-12-15,1,71.5352172710921,0,8,7.925,12,12.2,1.7,4,0,91,8.7,4.9,4.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Brot","Dez","50",1,3.01542742714576
2013-12-16,1,120.791211521354,0,8,8.775,12,12.3,1.5,4,0,80,11,7.3,6,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Brot","Dez","51",0,4.15936041253405
2013-12-17,1,74.6283250889016,0,8,4.95,8,8.8,0.2,4,0.1,95,9.8,2.1,-0.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Brot","Dez","51",0,0.0911202858008267
2013-12-18,1,86.4115250991858,0,7,6.85,8,8.2,0,4,0.2,92,7.7,2,1.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Mittwoch","Brot","Dez","51",0,2.5617026280386
2013-12-19,1,101.589644453608,0,7,7.4,10,11.5,5.9,4,0,92,8.2,3.4,1.4,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brot","Dez","51",0,2.75192546590652
2013-12-20,1,114.601001275823,0,7,5.2875,10,11.5,0,4,0,93,6.3,2.4,0.8,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Regen","Freitag","Brot","Dez","51",0,-0.0470942258540035
2013-12-21,1,124.541759682586,0,8,6.5625,13,14.3,3.3,4,0,86,7.4,5.4,3.9,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"Regen","Samstag","Brot","Dez","51",1,0.975326228218865
2013-12-22,1,41.7300439888931,0,7,8.1375,12,15.4,1.7,4,0.1,85,8.5,5,3.8,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"Regen","Sonntag","Brot","Dez","51",1,3.30141067349283
2013-12-23,1,183.608991270752,0,3,5.4875,10,15,0.8,4,2,84,9.5,4.2,2.3,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Montag","Brot","Dez","52",0,0.217901721294925
2013-12-24,1,220.330670230618,0,7,11.4375,18,20.2,7.5,4,0,73,12.1,7.6,7,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Dienstag","Brot","Dez","52",0,6.90569836982252
2013-12-27,1,152.367434643543,0,7,5.7625,15,15.5,5,4,0,91,8.5,3.2,1.3,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Freitag","Brot","Dez","52",0,-0.498113302999624
2013-12-29,1,131.267289010755,0,7,5.7125,9,11,5.5,4,0,94,6.4,4.4,3.2,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Sonntag","Brot","Dez","52",1,0.78606363308892
2013-12-30,1,126.58984459848,0,4,4.75,11,11.7,0.1,4,2.8,86,6,3.2,1.9,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Trockenereignisse","Montag","Brot","Dez","01",0,-1.01791043869503
2014-01-02,1,153.166492227541,0,7,6.25,9,10.8,1,4,0,90,7.9,3,1.4,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brot","Jan","01",0,1.49191943486755
2014-01-03,1,109.484763536521,0,7,6.8375,10,16.2,2.7,4,0,92,9.3,4.6,3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brot","Jan","01",0,2.00662436455017
2014-01-04,1,116.250540066432,0,5,6.9375,11,12.4,0,0,1.1,81,8.4,5.4,3.6,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Brot","Jan","01",1,1.90412965138568
2014-01-05,1,67.7899909491401,0,7,6.1875,11,10.3,0.7,4,0,89,7.2,3.1,0.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Brot","Jan","01",1,0.902287334786582
2014-01-06,1,146.911067784297,0,7,7.9125,11,11.3,10.4,4,0,92,10.2,3,1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brot","Jan","02",0,3.20652466296451
2014-01-07,1,147.5457609484,0,7,10.4375,13,14.9,0.8,4,0.3,85,11,7.7,6.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Dienstag","Brot","Jan","02",0,6.22649062513018
2014-01-08,1,99.9068767897401,0,7,8.6375,15,13.7,2.4,4,0,88,9.4,7.4,5.7,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Brot","Jan","02",0,3.44676181650084
2014-01-09,1,113.541525918277,0,7,9.6125,16,19.9,9.9,4,0,91,10.6,5.4,4.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Brot","Jan","02",0,4.63606042731297
2014-01-10,1,119.05554059635,0,7,6.6375,17,16.6,3.5,4,0.6,87,7.4,5.6,3.9,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Brot","Jan","02",0,0.367875506270689
2014-01-11,1,127.95986526115,0,7,5.5875,18,15.3,5.3,4,0,92,6.7,2.4,1.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Brot","Jan","02",1,-1.25124893582987
2014-01-12,1,83.4017498521773,0,2,5.525,16,15.8,0,4,3.6,87,6.8,1.5,-1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Brot","Jan","02",1,-1.0043697958116
2014-01-13,1,103.994034974792,0,8,3.1375,10,10.8,1.7,4,0,97,6.3,0.9,0,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Brot","Jan","03",0,-2.89580065770494
2014-01-14,1,166.347532764571,0,6,4.225,6,5.3,0,0,1.2,99,5.1,-0.2,-1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Brot","Jan","03",0,-0.104951849128907
2014-01-15,1,139.042567223334,0,7,3.228571,7,8.2,3,4,0,98,3.8,1.5,1.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Brot","Jan","03",0,-1.78212393923587
